,CustomerID,R_Value,F_Value,M_Value,R_Score,F_Score,M_Score,Segment,Country
77,12442.0,3124.0,12,292916.5600000007,5,1,1,Potential Loyalist,Spain
78,12444.0,3142.0,177,297922.0200000007,4,5,1,Customers needing Attention,Norway
79,12445.0,3143.0,4,298055.42000000074,4,1,1,Potential Loyalist,Spain
80,12446.0,3178.0,58,299057.73000000074,3,3,1,Potential Loyalist,RSA
81,12447.0,3364.0,26,299534.2200000008,1,2,1,Hibernating,Belgium
82,12448.0,3165.0,22,299983.67000000074,3,2,1,Potential Loyalist,Spain
83,12449.0,3143.0,191,304050.96000000107,4,5,1,Customers needing Attention,Belgium
84,12450.0,3277.0,8,304248.84000000113,2,1,1,About to Sleep,Spain
85,12451.0,3131.0,354,313284.36000000115,5,5,1,Customers needing Attention,Switzerland
86,12452.0,3137.0,22,313714.93000000104,4,2,1,Potential Loyalist,Switzerland
87,12453.0,3255.0,43,314422.02000000107,2,3,1,Customers needing Attention,Austria
88,12454.0,3177.0,15,317950.36000000103,3,2,1,Potential Loyalist,Spain
89,12455.0,3194.0,90,320417.220000001,2,4,1,Customers needing Attention,Cyprus
90,12456.0,3165.0,125,323598.2600000016,3,5,1,Customers needing Attention,Switzerland
91,12457.0,3187.0,63,325961.4900000014,3,4,1,Customers needing Attention,Cyprus
92,12458.0,3192.0,38,326908.89000000147,3,3,1,Potential Loyalist,Switzerland
93,12461.0,3215.0,35,327735.77000000136,2,3,1,Customers needing Attention,Switzerland
94,12462.0,3139.0,62,328925.3600000017,4,4,1,Customers needing Attention,Spain
95,12463.0,3174.0,83,330270.1400000018,3,4,1,Customers needing Attention,Belgium
96,12464.0,3131.0,29,331482.19000000163,5,2,1,Potential Loyalist,Belgium
97,12465.0,3138.0,47,332224.38000000163,4,3,1,Potential Loyalist,Belgium
98,12468.0,3308.0,38,332953.9200000016,1,3,1,Customers needing Attention,Germany
99,12471.0,3123.0,460,352777.9700000028,5,5,1,Customers needing Attention,Germany
100,12472.0,3153.0,339,359350.0800000025,4,5,1,Customers needing Attention,Germany
101,12473.0,3150.0,168,363288.6300000026,4,5,1,Customers needing Attention,Germany
102,12474.0,3138.0,424,370664.4200000028,4,5,1,Customers needing Attention,Germany
103,12475.0,3174.0,36,371387.8000000027,3,3,1,Potential Loyalist,Germany
104,12476.0,3136.0,233,378204.22000000236,4,5,1,Customers needing Attention,Germany
105,12477.0,3143.0,300,391423.9600000022,4,5,1,Customers needing Attention,Germany
106,12478.0,3124.0,36,392104.950000002,5,3,1,Potential Loyalist,Greece
107,12479.0,3132.0,31,392632.150000002,5,3,1,Potential Loyalist,Germany
108,12480.0,3149.0,154,395913.78000000195,4,5,1,Customers needing Attention,Germany
109,12481.0,3143.0,217,401510.10000000196,4,5,1,Customers needing Attention,Germany
110,12483.0,3138.0,75,403995.0800000022,4,4,1,Customers needing Attention,Sweden
111,12484.0,3153.0,346,408536.80000000243,4,5,1,Customers needing Attention,Spain
112,12488.0,3130.0,55,409835.46000000247,5,3,1,Potential Loyalist,France
113,12489.0,3457.0,15,410170.39000000246,1,2,1,Hibernating,France
114,12490.0,3126.0,245,415588.32000000245,5,5,1,Customers needing Attention,France
115,12491.0,3159.0,26,416048.7200000023,3,2,1,Potential Loyalist,France
116,12492.0,3184.0,20,416311.9300000022,3,2,1,Potential Loyalist,Germany
117,12493.0,3286.0,22,416745.67000000225,2,2,1,About to Sleep,France
118,12494.0,3136.0,77,417991.7700000023,4,4,1,Customers needing Attention,France
119,12497.0,3202.0,14,419034.87000000227,2,1,1,About to Sleep,Germany
120,12498.0,3142.0,23,419438.5700000023,4,2,1,Potential Loyalist,Germany
121,12500.0,3144.0,61,423696.3900000024,4,4,1,Customers needing Attention,Germany
122,12501.0,3457.0,149,425865.7800000024,1,5,1,Customers needing Attention,Germany
123,12502.0,3216.0,147,429589.6500000025,2,5,1,Customers needing Attention,Spain
124,12504.0,3139.0,9,430071.7000000026,4,1,1,Potential Loyalist,Germany
125,12506.0,3353.0,23,430145.20000000263,1,2,1,Hibernating,France
126,12507.0,3255.0,22,431450.01000000257,2,2,1,About to Sleep,Spain
127,12508.0,3147.0,69,431848.2800000026,4,4,1,Customers needing Attention,France
128,12509.0,3405.0,7,432024.7800000026,1,1,1,Hibernating,France
129,12510.0,3263.0,33,433007.3500000026,2,3,1,Customers needing Attention,Spain
130,12512.0,3187.0,34,433145.3800000029,3,3,1,Potential Loyalist,Israel
131,12513.0,3233.0,35,433757.6700000029,2,3,1,Customers needing Attention,France
132,12514.0,3388.0,51,434775.3500000032,1,3,1,Customers needing Attention,Italy
133,12515.0,3474.0,16,435159.05000000325,1,2,1,Hibernating,Italy
134,12516.0,3198.0,26,436471.1100000032,2,2,1,About to Sleep,Germany
135,12517.0,3149.0,284,438973.9500000032,4,5,1,Customers needing Attention,Germany
136,12518.0,3121.0,124,441030.84000000305,5,5,1,Customers needing Attention,Germany
137,12519.0,3184.0,18,441371.6800000031,3,2,1,Potential Loyalist,Germany
138,12520.0,3200.0,152,444005.9400000028,2,5,1,Customers needing Attention,Germany
139,12521.0,3263.0,38,444605.62000000273,2,3,1,Customers needing Attention,Germany
140,12522.0,3160.0,12,444798.3400000027,3,1,1,Potential Loyalist,Germany
141,12523.0,3140.0,106,446588.1100000026,4,4,1,Customers needing Attention,France
142,12524.0,3130.0,144,451073.8300000023,5,5,1,Customers needing Attention,Germany
143,12526.0,3121.0,71,452390.4900000025,5,4,1,Customers needing Attention,Germany
144,12527.0,3202.0,18,452739.2000000026,2,2,1,About to Sleep,Germany
145,12528.0,3130.0,92,454672.6800000028,5,4,1,Customers needing Attention,Germany
146,12530.0,3180.0,66,456334.96000000264,3,4,1,Customers needing Attention,Germany
147,12531.0,3135.0,17,456460.1800000026,5,2,1,Potential Loyalist,Germany
148,12532.0,3151.0,16,456810.0100000026,4,2,1,Potential Loyalist,France
149,12534.0,3251.0,63,457899.1900000028,2,4,1,Customers needing Attention,Germany
150,12535.0,3212.0,34,458615.54000000266,2,3,1,Customers needing Attention,France
151,12536.0,3164.0,261,471217.37000000296,3,5,1,Customers needing Attention,France
152,12538.0,3150.0,21,471581.32000000303,4,2,1,Potential Loyalist,Spain
153,12539.0,3143.0,273,477149.6700000032,4,5,1,Customers needing Attention,Spain
154,12540.0,3140.0,478,490549.9100000041,4,5,1,Customers needing Attention,Spain
155,12541.0,3150.0,52,491531.09000000433,4,3,1,Potential Loyalist,Spain
156,12544.0,3157.0,19,491903.79000000434,3,2,1,Potential Loyalist,Spain
157,12545.0,3196.0,50,492904.1800000045,2,3,1,Customers needing Attention,Spain
158,12546.0,3167.0,69,494065.6800000046,3,4,1,Customers needing Attention,Spain
159,12547.0,3318.0,8,494273.48000000464,1,1,1,Hibernating,Spain
160,12548.0,3287.0,5,494368.6800000047,2,1,1,About to Sleep,Spain
161,12550.0,3200.0,57,495333.51000000455,2,3,1,Customers needing Attention,Spain
162,12551.0,3478.0,10,495501.51000000455,1,1,1,Hibernating,Spain
163,12552.0,3159.0,20,495939.33000000456,3,2,1,Potential Loyalist,Italy
164,12553.0,3129.0,191,499631.6100000036,5,5,1,Customers needing Attention,France
165,12556.0,3171.0,121,500235.320000004,3,4,1,Customers needing Attention,Spain
166,12557.0,3137.0,33,512226.2800000041,4,3,1,Potential Loyalist,Spain
167,12558.0,3128.0,11,512496.240000004,5,1,1,Potential Loyalist,USA
168,12559.0,3431.0,21,513057.950000004,1,2,1,Hibernating,Germany
169,12560.0,3126.0,105,515191.9600000043,5,4,1,Customers needing Attention,Germany
170,12561.0,3423.0,16,515430.81000000436,1,2,1,Hibernating,Germany
171,12562.0,3129.0,168,519212.55000000406,5,5,1,Customers needing Attention,France
172,12564.0,3382.0,21,519669.45000000414,1,2,1,Hibernating,France
173,12565.0,3409.0,9,519815.3700000041,1,1,1,Hibernating,Saudi Arabia
174,12566.0,3207.0,19,520167.0200000041,2,2,1,About to Sleep,Germany
175,12567.0,3143.0,446,529568.3000000032,4,5,1,Customers needing Attention,France
176,12569.0,3123.0,188,533692.9900000026,5,5,1,Customers needing Attention,Germany
177,12571.0,3160.0,34,534212.6000000022,3,3,1,Potential Loyalist,France
178,12572.0,3129.0,60,535233.0200000027,5,4,1,Customers needing Attention,Germany
179,12573.0,3348.0,28,535393.5600000028,1,2,1,Hibernating,France
180,12574.0,3436.0,11,535612.0100000028,1,1,1,Hibernating,France
181,12576.0,3156.0,88,536927.8400000028,3,4,1,Customers needing Attention,Poland
182,12577.0,3156.0,147,537585.6400000028,3,5,1,Customers needing Attention,France
183,12578.0,3142.0,114,540380.1500000025,4,4,1,Customers needing Attention,Italy
184,12579.0,3199.0,29,540820.5700000025,2,2,1,About to Sleep,France
185,12580.0,3367.0,24,541236.2700000026,1,2,1,Hibernating,Germany
186,12581.0,3160.0,15,541433.9800000024,3,2,1,Potential Loyalist,Germany
187,12582.0,3359.0,22,541945.3400000022,1,2,1,Hibernating,Finland
188,12583.0,3123.0,247,549226.720000002,5,5,1,Customers needing Attention,France
189,12584.0,3124.0,96,551564.870000002,5,4,1,Customers needing Attention,Italy
190,12585.0,3355.0,87,553604.9700000018,1,4,1,Customers needing Attention,Germany
191,12586.0,3138.0,11,553801.9100000015,4,1,1,Potential Loyalist,Italy
192,12587.0,3128.0,4,553945.9100000015,5,1,1,Potential Loyalist,Finland
193,12588.0,3160.0,10,554160.8100000016,3,1,1,Potential Loyalist,Finland
194,12589.0,3149.0,35,554807.4900000017,4,3,1,Potential Loyalist,France
195,12590.0,3332.0,68,564671.7500000017,1,4,1,Customers needing Attention,Germany
196,12591.0,3438.0,26,565124.6000000014,1,2,1,Hibernating,Italy
197,12592.0,3213.0,18,565562.2000000015,2,2,1,About to Sleep,Germany
198,12593.0,3229.0,21,565980.3000000017,2,2,1,About to Sleep,France
199,12594.0,3158.0,118,569318.5200000015,3,4,1,Customers needing Attention,Italy
200,12596.0,3172.0,27,569936.7900000016,3,2,1,Potential Loyalist,Spain
201,12597.0,3140.0,206,573748.0100000009,4,5,1,Customers needing Attention,Spain
202,12598.0,3130.0,132,576771.0900000007,5,5,1,Customers needing Attention,France
203,12599.0,3150.0,62,577803.6699999996,4,4,1,Customers needing Attention,France
204,12600.0,3149.0,64,580402.7099999996,4,4,1,Customers needing Attention,Germany
205,12601.0,3310.0,28,580979.7699999996,1,2,1,Hibernating,Germany
206,12602.0,3179.0,12,581132.8899999997,3,1,1,Potential Loyalist,France
207,12603.0,3142.0,3,581872.0899999996,4,1,1,Potential Loyalist,Germany
208,12604.0,3200.0,16,582126.2699999993,2,2,1,About to Sleep,France
209,12607.0,3181.0,101,583705.779999999,3,4,1,Customers needing Attention,USA
210,12609.0,3199.0,60,584832.6299999988,2,4,1,Customers needing Attention,Germany
211,12610.0,3143.0,106,586932.1699999984,4,4,1,Customers needing Attention,Italy
212,12611.0,3173.0,65,588125.489999998,3,4,1,Customers needing Attention,Italy
213,12612.0,3195.0,19,588829.529999998,2,2,1,About to Sleep,Germany
214,12613.0,3178.0,153,592173.909999998,3,5,1,Customers needing Attention,Germany
215,12614.0,3398.0,20,592489.5099999981,1,2,1,Hibernating,Germany
216,12615.0,3123.0,105,594780.6999999986,5,4,1,Customers needing Attention,France
217,12616.0,3216.0,32,595493.9999999986,2,3,1,Customers needing Attention,France
218,12617.0,3150.0,42,595849.5299999987,4,3,1,Potential Loyalist,France
219,12618.0,3142.0,11,596026.8399999986,4,1,1,Potential Loyalist,Italy
220,12619.0,3137.0,90,599668.0799999991,4,4,1,Customers needing Attention,Germany
221,12620.0,3135.0,92,601007.4899999993,5,4,1,Customers needing Attention,France
222,12621.0,3122.0,467,614697.1600000011,5,5,1,Customers needing Attention,Germany
223,12622.0,3353.0,11,614877.260000001,1,1,1,Hibernating,Germany
224,12623.0,3397.0,18,615182.3600000013,1,2,1,Hibernating,Germany
225,12624.0,3227.0,38,615823.4900000013,2,3,1,Customers needing Attention,France
226,12625.0,3332.0,86,618507.3100000016,1,4,1,Customers needing Attention,Germany
227,12626.0,3144.0,294,625127.7900000018,4,5,1,Customers needing Attention,Germany
228,12627.0,3131.0,230,629606.3200000026,5,5,1,Customers needing Attention,Germany
229,12628.0,3125.0,41,630392.7800000027,5,3,1,Potential Loyalist,Germany
230,12630.0,3130.0,64,631663.6600000022,5,4,1,Customers needing Attention,Finland
231,12631.0,3178.0,31,632304.1600000024,3,3,1,Potential Loyalist,Finland
232,12633.0,3179.0,101,634468.1400000025,3,4,1,Customers needing Attention,Germany
233,12635.0,3210.0,101,636157.3200000027,2,4,1,Customers needing Attention,Germany
234,12637.0,3188.0,390,642179.2200000053,3,5,1,Customers needing Attention,France
235,12638.0,3154.0,39,642850.9100000049,3,3,1,Potential Loyalist,Sweden
236,12639.0,3359.0,22,643337.0100000048,1,2,1,Hibernating,Sweden
237,12640.0,3144.0,53,644511.5900000049,4,3,1,Potential Loyalist,France
238,12641.0,3236.0,10,644697.4900000049,2,1,1,About to Sleep,Sweden
239,12642.0,3146.0,47,645710.7500000049,4,3,1,Potential Loyalist,Germany
240,12643.0,3249.0,24,649055.3900000049,2,2,1,About to Sleep,France
241,12644.0,3250.0,31,649533.3000000048,2,3,1,Customers needing Attention,Germany
242,12645.0,3154.0,73,651308.480000005,3,4,1,Customers needing Attention,Germany
243,12646.0,3125.0,45,652655.4500000052,5,3,1,Potential Loyalist,USA
244,12647.0,3143.0,122,656378.2700000058,4,5,1,Customers needing Attention,Germany
245,12648.0,3275.0,21,656696.3200000059,2,2,1,About to Sleep,Germany
246,12649.0,3228.0,31,657319.8300000058,2,3,1,Customers needing Attention,Germany
247,12650.0,3124.0,20,657634.2700000062,5,2,1,Potential Loyalist,France
248,12651.0,3455.0,9,657748.2700000061,1,1,1,Hibernating,France
249,12652.0,3452.0,48,658668.2500000057,1,3,1,Customers needing Attention,France
250,12653.0,3269.0,43,660878.1000000059,2,3,1,Customers needing Attention,Israel
251,12654.0,3131.0,38,661480.0800000059,5,3,1,Potential Loyalist,Germany
252,12656.0,3138.0,126,665531.2500000062,4,5,1,Customers needing Attention,France
253,12657.0,3132.0,47,667174.4300000063,5,3,1,Potential Loyalist,France
254,12658.0,3139.0,36,667860.4800000064,4,3,1,Potential Loyalist,Germany
255,12659.0,3150.0,5,667952.1600000063,4,1,1,Potential Loyalist,France
256,12660.0,3132.0,13,668197.2600000063,5,1,1,Potential Loyalist,France
257,12662.0,3121.0,230,672047.0400000059,5,5,1,Customers needing Attention,Germany
258,12664.0,3129.0,37,676928.9200000057,5,3,1,Potential Loyalist,Finland
259,12665.0,3445.0,3,676991.9200000057,1,1,1,Hibernating,Germany
260,12667.0,3179.0,33,677612.0500000053,3,3,1,Potential Loyalist,Finland
261,12668.0,3132.0,161,681419.2000000058,5,5,1,Customers needing Attention,Germany
262,12669.0,3271.0,101,684163.2300000059,2,4,1,Customers needing Attention,France
263,12670.0,3131.0,92,687159.2800000063,5,4,1,Customers needing Attention,France
264,12672.0,3450.0,10,687385.1800000063,1,1,1,Hibernating,France
265,12673.0,3126.0,42,687995.7000000062,5,3,1,Potential Loyalist,Germany
266,12674.0,3159.0,83,689966.3000000059,3,4,1,Customers needing Attention,France
267,12676.0,3145.0,45,691297.6900000058,4,3,1,Potential Loyalist,Sweden
268,12678.0,3163.0,165,708926.150000005,3,5,1,Customers needing Attention,France
269,12679.0,3179.0,48,710039.1700000049,3,3,1,Potential Loyalist,France
270,12680.0,3121.0,52,710901.9800000052,5,3,1,Potential Loyalist,France
271,12681.0,3135.0,638,724689.520000006,5,5,1,Customers needing Attention,France
272,12682.0,3124.0,525,736977.7400000091,5,5,1,Customers needing Attention,France
273,12683.0,3125.0,344,745454.3100000087,5,5,1,Customers needing Attention,France
274,12684.0,3128.0,105,747737.9400000082,5,4,1,Customers needing Attention,France
275,12685.0,3149.0,157,750601.0200000079,4,5,1,Customers needing Attention,France
276,12686.0,3492.0,7,750690.1600000078,1,1,1,Hibernating,France
277,12688.0,3234.0,171,755563.9700000082,2,5,1,Customers needing Attention,Israel
278,12689.0,3146.0,72,756811.5800000085,4,4,1,Customers needing Attention,France
279,12690.0,3326.0,16,757200.5900000086,1,2,1,Hibernating,France
280,12691.0,3149.0,32,758236.3900000086,4,3,1,Potential Loyalist,France
281,12693.0,3248.0,39,759092.3000000089,2,3,1,Customers needing Attention,Germany
282,12694.0,3191.0,37,759961.9700000088,3,3,1,Potential Loyalist,France
283,12695.0,3128.0,27,760544.070000009,5,2,1,Potential Loyalist,France
284,12697.0,3149.0,41,761501.6600000093,4,3,1,Potential Loyalist,Sweden
285,12700.0,3128.0,268,766441.6500000113,5,5,1,Customers needing Attention,France
286,12701.0,3200.0,53,767239.360000011,2,3,1,Customers needing Attention,Germany
287,12702.0,3140.0,12,767458.360000011,4,1,1,Potential Loyalist,Germany
288,12703.0,3192.0,21,767741.910000011,3,2,1,Potential Loyalist,Germany
289,12704.0,3128.0,88,770082.7500000114,5,4,1,Customers needing Attention,Finland
290,12705.0,3136.0,334,776951.0400000123,4,5,1,Customers needing Attention,Germany
291,12707.0,3412.0,33,777554.460000012,1,3,1,Customers needing Attention,France
292,12708.0,3150.0,157,780267.3700000122,4,5,1,Customers needing Attention,Germany
293,12709.0,3136.0,208,790003.8900000119,4,5,1,Customers needing Attention,Germany
294,12710.0,3217.0,77,791152.910000011,2,4,1,Customers needing Attention,Germany
295,12712.0,3149.0,133,795549.0400000105,4,5,1,Customers needing Attention,Germany
296,12713.0,3121.0,38,796397.5900000106,5,3,1,Potential Loyalist,Germany
297,12714.0,3130.0,259,801106.4500000108,5,5,1,Customers needing Attention,France
298,12715.0,3227.0,21,801460.310000011,2,2,1,About to Sleep,Sweden
299,12716.0,3124.0,69,802513.800000011,5,4,1,Customers needing Attention,France
300,12717.0,3272.0,55,803544.7800000105,2,3,1,Customers needing Attention,Greece
301,12718.0,3192.0,19,803783.0300000107,3,2,1,Potential Loyalist,France
302,12719.0,3126.0,39,804427.9800000105,5,3,1,Potential Loyalist,France
303,12720.0,3123.0,354,810209.7100000101,5,5,1,Customers needing Attention,Germany
304,12721.0,3152.0,161,812865.8400000099,4,5,1,Customers needing Attention,France
305,12722.0,3206.0,53,813863.4700000099,2,3,1,Customers needing Attention,France
306,12723.0,3124.0,69,814588.54000001,5,4,1,Customers needing Attention,France
307,12724.0,3126.0,53,815619.9500000101,5,3,1,Potential Loyalist,France
308,12725.0,3492.0,24,816047.7500000099,1,2,1,Hibernating,Italy
309,12726.0,3149.0,124,818656.8500000099,4,5,1,Customers needing Attention,France
310,12727.0,3131.0,139,822637.5500000097,5,5,1,Customers needing Attention,France
311,12728.0,3192.0,46,823473.8800000099,3,3,1,Potential Loyalist,France
312,12729.0,3234.0,26,823926.8900000097,2,2,1,About to Sleep,France
313,12731.0,3144.0,274,842822.8000000092,4,5,1,Customers needing Attention,France
314,12732.0,3300.0,12,843059.0600000093,2,1,1,About to Sleep,France
315,12733.0,3355.0,22,843443.0100000093,1,2,1,Hibernating,USA
316,12734.0,3473.0,4,843553.4100000095,1,1,1,Hibernating,France
317,12735.0,3436.0,43,844332.9800000093,1,3,1,Customers needing Attention,France
318,12736.0,3453.0,4,844566.9800000094,1,1,1,Hibernating,France
319,12738.0,3493.0,11,844722.3300000092,1,1,1,Hibernating,Germany
320,12739.0,3199.0,38,845735.3700000095,2,3,1,Customers needing Attention,United Arab Emirates
321,12740.0,3184.0,27,846162.9700000093,3,2,1,Potential Loyalist,France
322,12743.0,3255.0,134,846709.4000000076,2,5,1,Customers needing Attention,Unspecified
323,12744.0,3172.0,222,867988.6900000072,3,5,1,Customers needing Attention,Singapore
324,12747.0,3123.0,103,872184.7000000079,5,4,1,Customers needing Attention,United Kingdom
325,12748.0,3121.0,4596,905904.4299999909,5,5,1,Customers needing Attention,United Kingdom
326,12749.0,3124.0,199,909995.3099999913,5,5,1,Customers needing Attention,United Kingdom
327,12750.0,3249.0,15,910271.1899999914,2,2,1,About to Sleep,Poland
328,12752.0,3202.0,53,914637.9699999912,2,3,1,Customers needing Attention,Norway
329,12753.0,3143.0,197,936067.3599999921,4,5,1,Customers needing Attention,Japan
330,12754.0,3356.0,63,939078.0999999926,1,4,1,Customers needing Attention,Japan
331,12755.0,3401.0,4,942890.0499999926,1,1,1,Hibernating,Japan
332,12756.0,3207.0,4,943002.1299999926,2,1,1,About to Sleep,Japan
333,12757.0,3136.0,371,950859.2299999943,4,5,1,Customers needing Attention,Portugal
334,12758.0,3237.0,97,953650.8199999944,2,4,1,Customers needing Attention,Portugal
335,12759.0,3173.0,95,955182.2599999937,3,4,1,Customers needing Attention,Netherlands
336,12762.0,3128.0,69,957080.7799999941,5,4,1,Customers needing Attention,Portugal
337,12763.0,3259.0,18,957574.8599999944,2,2,1,About to Sleep,Japan
338,12764.0,3437.0,45,959268.7399999944,1,3,1,Customers needing Attention,Lebanon
339,12766.0,3124.0,310,966258.369999994,5,5,1,Customers needing Attention,Portugal
340,12769.0,3359.0,32,967401.9699999938,1,3,1,Customers needing Attention,Brazil
341,12770.0,3331.0,12,968753.4199999939,1,1,1,Hibernating,Japan
342,12772.0,3180.0,55,969645.8899999935,3,3,1,Potential Loyalist,Portugal
343,12775.0,3138.0,66,971031.9299999934,4,4,1,Customers needing Attention,Netherlands
344,12778.0,3140.0,50,971854.159999993,4,3,1,Potential Loyalist,Netherlands
345,12779.0,3158.0,149,975835.5199999936,3,5,1,Customers needing Attention,Poland
